,Yourself,workstat,age,divorce,widowed,educ,Total no of Children,income,region convert,attend convert,owngun convert,tvhours converted,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
271,1,6,37,2,0,12,2,6,5,1,0,1,0,1,0,1,0,0,0,1,0
272,1,8,50,0,0,15,0,6,5,0,2,3,0,1,0,0,0,0,0,0,1
273,1,8,40,2,0,13,0,5,5,2,0,6,0,1,0,1,0,1,0,2,0
274,1,8,57,2,0,14,0,5,5,2,0,1,0,1,0,1,0,1,0,1,1
275,1,7,46,1,0,14,0,6,5,0,0,3,0,1,0,1,0,0,0,2,1
276,1,8,30,0,0,11,2,6,5,1,2,2,0,1,0,0,0,0,0,0,1
277,1,8,57,0,0,13,1,6,5,99,2,2,1,0,0,1,0,1,1,0,1
278,1,8,46,2,0,14,1,6,5,2,0,1,0,1,0,1,0,1,0,0,1
279,1,8,31,1,0,15,0,6,5,5,0,2,0,1,1,1,1,0,1,2,0
280,1,9,41,0,0,16,1,5,5,1,2,2,0,1,0,1,0,0,0,0,1
281,1,4,46,2,0,12,0,6,5,1,0,4,1,0,0,1,0,0,0,2,1
282,1,8,30,2,0,10,0,4,5,1,0,3,1,1,0,0,0,0,0,2,1
283,1,9,36,2,0,10,0,1,5,0,0,1,0,0,0,0,0,0,0,1,0
284,1,4,29,2,0,11,0,4,5,1,0,1,0,0,0,0,0,0,0,0,0
285,1,8,52,2,1,12,1,5,5,3,2,2,0,1,1,0,0,1,0,0,1
286,1,4,17,1,0,8,0,2,5,0,2,10,0,1,0,1,0,0,0,0,1
287,1,8,54,0,0,12,2,6,5,1,2,2,1,1,0,0,0,0,0,1,1
288,1,1,0,2,0,11,1,6,5,1,0,7,0,0,0,0,0,0,0,2,1
289,1,8,36,0,0,12,1,6,5,5,0,2,1,1,0,0,0,0,0,2,1
290,1,4,49,0,0,14,0,6,5,4,1,4,0,0,0,0,0,1,0,2,1
291,1,8,34,2,0,14,2,4,5,4,0,1,0,1,1,1,1,1,0,1,1
292,1,9,42,0,0,12,1,2,5,6,2,0,1,1,0,1,0,0,1,1,1
293,1,5,44,2,0,16,4,3,5,1,0,1,1,0,0,1,0,0,0,0,1
294,1,8,34,2,0,13,1,5,5,5,0,1,1,0,0,1,0,0,0,1,1
295,1,4,30,0,0,11,0,6,5,0,1,1,1,1,0,0,0,0,0,0,1
296,1,7,35,0,0,11,4,3,5,1,2,5,1,0,0,0,0,0,0,1,1
297,1,4,50,0,0,12,0,6,5,2,0,1,0,1,0,0,0,1,0,0,1
298,1,4,53,0,0,12,0,6,5,1,0,1,0,0,0,0,0,0,0,0,1
299,1,8,47,2,0,14,0,3,5,4,2,2,0,0,0,0,0,1,0,1,1
300,1,9,29,2,0,10,0,5,5,1,2,5,0,1,0,1,0,0,0,0,1
301,1,1,0,0,0,12,0,6,5,2,0,1,0,1,0,1,0,1,0,0,1
302,1,1,36,0,0,9,0,6,5,0,0,1,0,1,0,1,0,0,0,0,1
303,1,8,22,2,0,12,0,3,5,1,2,4,0,1,0,1,0,0,0,1,1
304,1,8,25,1,0,12,0,6,5,2,2,3,1,0,0,1,0,1,0,0,1
305,1,8,53,0,0,14,2,6,5,99,2,4,1,1,0,0,0,1,1,1,1
306,1,4,43,0,0,12,0,5,5,1,1,2,0,1,0,0,0,0,0,2,1
307,1,9,86,0,0,20,0,6,5,0,0,2,0,1,1,0,0,0,0,2,1
308,1,8,37,2,0,12,0,7,5,1,1,1,0,1,0,0,0,0,0,1,1
309,1,8,44,0,0,14,1,6,5,1,0,1,0,1,0,1,0,0,0,0,1
310,1,8,35,0,0,14,1,6,5,3,2,0,0,0,0,1,0,1,0,0,1
311,1,8,65,2,0,18,0,6,5,5,0,1,1,1,0,0,0,0,0,1,1
312,1,1,46,0,0,16,0,6,5,3,2,3,0,1,0,1,0,1,0,1,1
313,1,8,36,0,0,16,4,6,5,3,1,3,0,1,0,1,0,1,0,2,1
314,1,1,20,0,0,12,2,6,5,5,2,5,0,0,0,1,0,0,0,1,1
315,1,4,68,0,0,15,0,6,0,5,0,3,0,1,0,1,0,0,0,2,1
316,1,4,17,0,0,12,0,7,0,5,0,1,1,0,0,1,0,0,0,0,1
317,1,8,32,0,0,14,0,7,0,99,2,1,0,1,0,0,0,1,1,0,1
318,1,8,42,2,0,17,0,6,0,4,2,3,1,1,0,0,0,1,0,0,1
319,1,8,32,1,0,13,0,5,0,5,0,1,0,1,0,1,0,0,0,0,1
320,1,4,46,2,0,12,0,6,0,5,0,3,0,0,0,1,0,0,0,2,1
321,1,8,59,0,0,18,1,6,0,4,0,1,1,1,0,0,0,1,0,2,1
322,1,8,60,0,0,12,0,6,0,2,2,2,0,1,0,0,0,1,0,0,1
323,1,1,44,0,0,12,2,6,0,1,1,1,0,1,0,1,0,0,0,0,1
324,1,5,42,0,0,15,0,6,0,5,2,2,1,1,0,1,0,0,0,0,1
325,1,7,30,2,0,8,0,4,0,1,0,1,0,1,0,0,0,0,0,1,0
326,1,8,53,1,0,14,1,6,0,2,0,1,0,1,0,0,0,1,0,0,1
327,1,8,60,2,0,14,0,6,0,1,1,2,0,1,0,1,0,0,0,2,0
328,1,9,44,1,0,7,0,3,0,0,1,1,0,1,0,1,0,0,0,0,1
329,1,4,32,0,0,12,0,6,0,5,2,3,0,1,0,1,0,0,0,0,1
330,1,8,60,0,0,18,0,6,0,5,1,1,1,0,0,0,0,0,0,0,1
331,1,5,0,2,0,11,2,7,0,5,1,6,0,1,0,1,0,0,1,2,1
332,1,8,42,0,0,11,1,7,0,5,0,1,1,1,0,0,0,0,0,2,1
333,1,8,30,1,0,12,0,6,0,0,2,4,0,1,0,0,0,0,0,1,1
334,1,4,34,0,0,8,0,7,0,0,0,10,0,1,0,1,0,0,0,2,1
335,1,7,29,2,0,12,3,7,0,1,2,2,0,0,1,1,1,0,0,1,1
336,1,8,21,2,0,12,0,3,0,1,0,1,0,1,1,0,0,0,0,2,1
337,1,1,33,0,0,12,0,7,0,5,0,1,0,0,1,1,1,0,0,0,0
338,1,5,49,2,0,12,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0
339,1,7,29,2,0,12,0,5,0,0,0,12,0,1,1,1,1,0,0,2,1
340,1,4,34,0,0,12,0,6,0,1,0,1,0,0,1,0,0,0,0,0,1
341,1,1,29,2,0,9,0,1,0,5,0,1,1,1,1,1,1,0,0,0,1
342,1,8,32,1,0,12,3,5,0,1,0,3,0,1,1,0,0,0,0,2,1
343,1,1,35,2,0,11,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1
344,1,8,36,2,0,12,5,6,0,2,0,6,0,1,1,1,1,1,0,2,1
345,1,7,25,2,0,12,1,3,0,1,1,5,0,1,1,0,0,0,0,2,1
346,1,5,0,2,0,11,2,6,0,5,0,4,0,1,1,0,0,0,0,2,1
347,1,8,42,2,0,13,0,3,0,1,2,6,0,0,1,1,1,0,0,0,1
348,1,8,40,2,0,12,0,7,0,2,2,3,0,1,1,0,0,1,0,1,1
349,1,3,65,2,0,14,0,2,0,0,2,6,0,1,1,1,1,0,0,1,1
350,1,8,30,0,0,14,0,6,0,2,0,4,0,1,1,0,0,1,0,2,1
351,1,4,36,1,0,11,0,1,0,2,0,4,0,1,0,1,0,1,0,2,1
352,1,3,28,1,0,9,0,2,0,0,0,14,0,1,0,1,0,0,0,2,1
353,1,7,30,1,0,12,2,4,0,0,2,3,0,1,0,0,0,0,0,1,1
354,1,8,42,2,0,14,0,6,0,1,0,1,1,1,1,0,0,0,0,1,1
355,1,8,60,2,0,15,2,6,0,0,0,1,0,1,0,1,0,0,0,0,1
356,1,8,51,0,0,20,5,6,0,6,2,1,0,1,0,0,0,0,1,1,1
357,1,5,65,0,0,18,0,6,0,1,2,2,0,1,0,1,0,0,0,0,1
358,1,8,74,0,0,16,1,6,0,1,0,1,0,1,0,0,0,0,0,1,1
359,1,4,49,0,0,12,0,7,0,99,2,1,0,1,0,0,0,1,1,2,0
360,1,9,47,0,0,12,0,6,0,6,0,3,0,0,0,1,0,0,1,2,1
361,1,8,51,0,0,13,2,6,0,0,2,1,0,1,0,0,0,0,0,0,0
362,1,4,75,2,0,17,0,3,0,5,0,1,0,1,0,1,0,0,0,0,1
363,1,8,33,2,0,16,1,6,0,1,0,2,0,0,1,1,1,0,0,2,0
364,1,8,52,0,0,16,0,6,0,4,0,1,0,0,1,1,1,1,0,0,1
365,1,8,35,0,0,15,1,6,0,1,2,1,0,1,0,1,0,0,0,0,1
366,1,8,86,2,0,16,0,6,0,3,0,1,0,1,0,0,0,1,0,0,1
367,1,8,37,2,0,16,0,6,0,0,2,0,0,1,0,0,0,0,0,0,1
368,1,8,75,2,0,19,0,6,0,3,0,1,1,1,0,1,0,1,0,2,1
369,1,9,50,0,0,14,0,6,0,3,2,2,0,1,0,0,0,1,0,1,1
370,1,8,58,2,0,16,0,6,0,3,2,5,0,1,0,0,0,1,0,0,1
371,1,8,57,0,0,20,0,6,0,5,0,4,0,1,0,0,0,0,0,2,1
372,1,8,51,2,0,14,0,7,0,1,0,1,1,0,0,0,0,0,0,2,1
373,1,8,20,0,0,16,2,7,0,5,2,1,0,0,0,0,0,0,0,1,1
374,1,8,46,0,0,16,0,6,0,5,0,1,1,1,0,1,0,0,0,0,1
375,1,8,74,0,0,15,0,6,0,1,1,1,1,1,0,0,0,0,0,0,1
376,1,8,34,2,0,12,0,5,0,0,0,15,0,1,0,1,0,0,0,2,1
377,1,9,47,0,0,17,1,6,0,6,2,1,0,1,0,0,0,0,1,1,0
378,1,9,45,2,0,13,0,3,0,4,2,3,0,0,0,0,0,1,0,0,1
379,1,9,29,0,0,13,1,7,0,5,0,1,1,1,0,1,0,0,0,2,1
380,1,8,45,0,0,18,1,6,0,2,1,1,1,0,0,0,0,1,0,0,1
381,1,4,28,0,0,12,0,7,0,5,1,4,1,1,0,1,0,0,0,2,1
382,1,8,35,1,0,12,4,6,0,4,1,2,0,0,0,1,0,1,0,2,1
383,1,1,20,0,0,9,3,4,0,0,2,3,1,1,0,1,0,0,0,0,1
384,1,8,40,0,0,16,0,6,0,2,2,0,0,1,0,0,0,1,0,1,1
385,1,8,46,0,0,16,0,6,0,3,2,1,1,1,0,1,0,1,0,0,1
386,1,8,74,0,0,18,3,6,0,5,0,1,0,1,0,0,0,0,0,2,1
387,1,8,44,0,0,16,0,6,0,1,0,1,1,1,0,1,0,0,0,0,1
388,1,8,38,0,0,18,1,6,0,5,1,3,1,1,0,0,0,0,0,2,1
389,1,1,39,0,0,12,3,6,0,4,2,4,1,1,0,1,0,1,0,0,1
390,1,8,64,0,0,16,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0
391,1,4,17,2,0,5,0,6,0,1,1,3,0,1,0,0,0,0,0,2,1
392,1,6,66,0,0,20,1,6,0,5,0,3,1,1,0,1,0,0,0,2,1
393,1,1,47,0,0,12,0,3,0,5,2,3,1,1,0,1,0,0,0,0,1
394,1,1,64,0,0,16,1,6,0,6,0,1,1,1,0,1,0,0,1,0,1
395,1,8,44,0,0,12,1,6,0,2,0,2,0,1,0,0,0,1,0,2,1
396,1,8,51,0,0,16,3,6,0,4,1,1,0,1,0,0,0,1,0,0,1
397,1,8,33,0,0,15,2,6,0,1,0,1,0,0,1,1,1,0,0,1,0
398,1,8,40,2,0,13,0,6,0,2,1,1,0,0,1,0,0,1,0,0,1
399,1,4,24,0,0,12,0,7,0,4,0,1,1,0,1,0,0,1,0,0,1
400,1,8,42,0,0,14,0,6,0,5,2,2,0,0,1,1,1,0,0,0,1
401,1,8,61,2,0,10,2,3,0,6,0,2,0,1,1,1,1,0,1,2,1
402,1,8,66,2,0,19,0,6,0,3,2,1,0,1,1,1,1,1,0,0,1
403,1,8,39,2,0,16,2,7,0,2,2,3,0,0,1,1,1,1,0,0,1
404,1,8,42,2,1,11,0,4,0,5,1,1,0,1,1,0,0,0,0,1,0
405,1,8,24,1,0,12,1,6,0,3,1,1,0,1,1,0,0,1,0,1,1
406,1,7,22,2,0,12,0,1,0,2,0,1,0,0,1,0,0,1,0,2,1
407,1,8,23,0,0,12,0,6,0,5,0,1,0,1,1,0,0,0,0,0,1
408,1,4,36,0,0,10,0,5,0,5,1,4,0,0,1,1,1,0,1,2,1
409,1,8,33,2,0,16,0,6,5,5,0,2,0,1,0,1,0,0,0,2,1
410,1,4,51,0,0,16,0,6,5,0,2,4,0,1,0,0,0,0,0,0,1
411,1,8,39,0,0,16,0,4,5,1,2,2,1,1,0,0,0,0,0,1,1
412,1,8,51,2,0,16,0,6,5,1,0,1,0,1,0,1,0,0,0,1,1
413,1,8,53,2,0,18,0,6,5,0,0,1,0,1,0,0,0,0,0,1,1
414,1,1,46,1,0,12,2,4,5,1,0,1,1,1,0,1,0,0,0,0,1
415,1,9,40,2,0,16,0,6,5,5,0,1,0,1,0,0,0,0,0,1,1
416,1,1,29,2,0,12,0,2,5,1,0,1,0,0,1,0,0,0,0,1,1
417,1,1,29,2,0,13,2,2,5,2,0,3,0,0,1,1,1,1,0,2,1
418,1,7,25,2,0,11,1,2,5,3,0,1,0,0,1,1,1,1,0,1,0
419,1,1,42,2,0,11,0,7,5,5,2,3,0,1,1,1,1,0,0,0,0
420,1,7,34,2,0,14,0,3,5,2,0,1,0,0,0,1,0,1,0,1,1
421,1,1,0,0,0,8,1,6,5,5,2,8,0,0,0,1,0,0,0,0,1
422,1,5,0,2,0,11,1,1,5,1,2,2,0,1,1,1,1,0,0,1,0
423,1,8,36,2,0,11,1,2,5,1,0,2,0,0,1,1,1,0,0,2,1
424,1,4,42,0,0,15,0,3,5,5,0,3,0,1,0,1,0,0,0,2,0
425,1,8,48,0,0,14,2,6,5,0,0,2,0,1,0,1,0,0,0,2,1
426,1,8,61,2,0,18,0,6,5,4,1,1,0,1,0,1,0,1,0,2,1
427,1,8,51,2,0,12,0,7,5,5,1,1,0,0,0,0,0,0,0,2,0
428,1,8,48,0,0,18,0,6,5,4,1,1,0,1,0,0,0,1,0,1,1
429,1,4,51,1,0,15,0,6,5,2,2,2,1,1,0,1,0,1,0,0,1
430,1,4,64,2,0,20,0,3,5,0,1,1,0,1,0,0,0,0,0,0,1
431,1,4,64,1,0,16,0,7,5,0,2,1,1,1,0,0,0,0,0,0,1
432,1,8,73,0,0,18,0,6,5,5,1,1,0,1,0,1,0,0,0,0,1
433,1,8,74,0,0,16,0,6,5,0,1,2,0,1,0,0,0,0,0,2,1
434,1,7,36,2,0,12,0,3,5,0,0,2,0,0,0,0,0,0,0,2,0
435,1,6,30,2,0,12,0,4,5,0,0,1,0,0,0,0,0,0,0,1,1
436,1,1,25,1,0,10,1,6,5,0,1,6,0,0,0,1,0,0,0,2,1
437,1,8,25,2,0,14,0,1,5,1,0,1,0,1,0,1,0,0,0,2,1
438,1,7,45,2,0,12,1,4,5,0,0,1,0,0,0,0,0,0,0,1,0
439,1,1,36,0,0,13,2,6,5,1,1,1,0,1,0,1,0,0,0,0,1
440,1,9,28,2,0,12,1,2,5,0,0,1,0,1,0,1,0,0,0,2,1
441,1,9,49,2,0,13,0,3,5,0,0,4,0,0,0,0,0,0,0,2,1
442,1,4,41,1,0,14,2,4,5,1,0,4,0,1,0,0,0,0,0,2,1
443,1,7,36,2,0,14,2,2,5,1,1,8,0,1,0,1,0,0,0,2,0
444,1,7,40,1,0,12,0,6,5,0,0,1,0,1,0,0,0,0,0,1,1
445,1,8,22,1,0,14,1,5,5,1,0,1,1,0,0,1,0,0,0,1,1
446,1,4,52,1,0,16,0,7,5,0,1,1,1,1,0,1,0,0,0,0,1
447,1,7,30,2,0,11,0,3,5,0,0,3,0,0,0,0,0,0,0,2,0
448,1,7,31,2,0,12,0,3,5,0,2,4,0,0,0,0,0,0,0,1,0
449,1,8,69,0,0,16,2,6,5,6,0,0,1,1,0,0,0,0,1,2,1
450,1,7,51,2,0,14,0,3,5,0,0,1,0,0,0,0,0,0,0,1,1
451,1,4,48,2,0,8,0,3,5,0,0,2,0,0,0,0,0,0,0,2,1
452,1,8,32,2,0,12,0,6,5,0,0,1,0,0,0,0,0,0,0,0,1
453,1,4,42,0,0,14,0,6,5,0,2,4,1,0,0,1,0,0,0,0,1
454,1,8,33,2,0,14,0,6,5,1,2,3,1,1,0,0,0,0,0,0,1
455,1,8,65,1,0,13,0,6,5,0,2,3,0,0,0,1,0,0,0,1,1
456,1,8,63,2,0,20,0,6,5,1,0,1,1,1,0,1,0,0,0,0,1
457,1,1,46,0,1,16,0,6,5,1,0,3,1,1,0,1,0,0,0,2,1
458,1,7,74,2,0,16,0,6,5,1,0,1,0,1,0,1,0,0,0,1,1
459,1,4,47,2,0,15,0,6,5,6,0,1,0,1,0,0,0,0,1,0,1
460,1,8,49,2,0,16,0,6,5,2,0,1,0,0,0,0,0,1,0,0,1
461,1,9,21,2,0,11,0,5,5,3,2,5,1,1,0,1,0,1,0,0,1
462,1,9,29,2,0,12,0,4,5,1,1,1,0,0,0,0,0,0,0,0,1
463,1,8,47,1,0,13,0,6,5,2,2,2,1,1,0,1,0,1,0,0,1
464,1,4,64,2,0,16,0,2,5,4,2,3,0,0,0,1,0,1,0,0,1
465,1,8,47,2,0,14,0,6,5,5,0,1,0,0,0,1,0,0,1,2,1
466,1,8,39,0,0,12,0,6,5,1,2,3,0,1,0,1,0,0,0,0,1
467,1,7,44,0,0,12,0,6,5,1,0,3,0,1,0,0,0,0,0,2,1
468,1,8,47,2,0,12,0,6,5,0,0,0,0,1,0,0,0,0,0,2,1
469,1,1,0,1,0,10,0,6,5,0,0,1,1,1,0,1,0,0,0,0,1
470,1,4,54,0,0,16,0,6,5,6,1,1,1,0,0,0,0,0,1,0,1
471,1,1,47,0,0,16,2,6,5,1,1,1,0,1,0,1,0,0,0,2,1
472,1,9,74,0,0,18,2,6,5,5,0,1,0,1,0,1,0,0,0,0,1
473,1,1,35,0,0,16,0,6,5,2,2,4,0,1,0,1,0,1,0,0,1
474,1,8,54,0,0,16,0,6,5,5,2,2,0,1,0,1,0,0,0,1,1
475,1,9,32,0,0,8,0,3,5,0,2,6,0,0,0,0,0,0,0,0,1
476,1,7,45,2,0,12,0,6,5,0,0,1,0,1,0,0,0,0,0,0,1
477,1,7,51,2,0,13,0,6,5,0,2,3,0,1,0,0,0,0,0,1,0
478,1,8,30,0,0,16,0,6,5,4,0,2,1,1,0,1,0,1,0,2,1
479,1,5,0,2,0,11,1,3,5,2,0,1,1,1,0,0,0,1,0,0,1
480,1,8,53,0,0,12,1,6,5,1,1,1,0,1,0,0,0,0,0,0,1
481,1,1,38,1,0,12,2,6,5,0,1,8,1,1,0,1,0,0,0,2,1
482,1,8,34,0,0,12,2,6,5,1,2,3,0,1,0,0,0,0,0,1,1
483,1,8,61,1,0,14,2,6,5,0,2,2,1,0,0,0,0,0,0,1,1
484,1,8,44,2,0,14,2,7,5,0,0,1,0,1,0,1,0,0,0,2,1
485,1,4,31,0,0,12,0,6,5,0,2,3,1,0,0,0,0,0,0,1,1
486,1,9,22,2,0,15,1,6,5,0,2,2,0,1,0,0,0,0,0,1,1
487,1,8,33,0,0,12,2,6,5,0,0,3,0,1,0,1,0,0,0,2,0
488,1,4,66,2,0,14,0,4,2,2,0,1,1,1,0,0,0,1,0,0,1
489,1,8,49,2,0,16,0,4,2,0,1,2,0,1,0,0,0,0,0,2,1
490,1,1,46,0,0,12,3,6,2,5,1,1,1,1,0,1,0,0,0,0,1
491,1,4,19,0,0,5,0,1,2,0,2,3,0,1,0,0,0,0,0,0,1
492,1,9,22,2,0,9,0,3,2,0,0,1,0,1,0,1,0,0,0,1,0
493,1,1,35,0,0,10,1,1,2,0,0,5,0,1,0,1,0,0,0,2,0
494,1,8,30,0,0,16,3,6,2,2,1,1,1,1,0,0,0,1,0,2,1
495,1,8,46,0,0,12,0,5,2,6,2,3,0,1,0,1,0,0,1,0,1
496,1,1,28,2,0,10,0,1,2,0,1,1,0,1,0,1,0,0,0,0,1
497,1,4,64,2,0,19,0,4,2,6,2,5,1,0,0,1,0,0,1,1,1
498,1,3,0,2,0,11,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0
499,1,9,36,0,0,9,0,6,2,4,0,1,0,0,0,1,0,1,0,0,1
500,1,8,22,0,0,12,2,6,2,4,0,4,0,0,0,0,0,1,0,2,1
501,1,8,43,2,0,12,1,5,2,5,0,4,0,1,0,1,0,0,1,2,0
502,1,8,47,2,0,11,0,6,2,99,0,2,0,1,0,0,0,1,1,2,1
503,1,7,42,2,0,10,1,7,6,5,2,3,0,1,1,1,1,0,0,1,1
504,1,8,42,2,0,8,0,7,6,99,0,3,0,0,1,1,1,1,1,2,1
505,1,8,51,2,0,12,1,3,6,4,2,4,0,1,0,1,0,1,0,0,1
506,1,8,23,0,0,12,3,6,6,5,0,1,0,1,1,0,0,0,1,0,1
507,1,8,47,0,0,14,1,6,6,1,2,2,0,0,1,1,1,0,0,1,1
508,1,8,41,0,0,13,3,6,6,6,0,1,0,1,1,1,1,0,1,1,1
509,1,7,29,2,0,13,3,2,6,5,0,4,0,0,1,1,1,0,0,2,1
510,1,8,59,2,0,12,0,6,2,1,0,1,0,0,0,0,0,0,0,1,1
511,1,1,50,0,0,13,0,6,2,3,2,4,1,1,0,1,0,1,0,1,1
512,1,8,59,2,0,16,0,6,2,3,2,1,1,1,0,1,0,1,0,0,1
513,1,8,39,0,0,14,1,6,2,3,0,2,0,1,0,1,0,1,0,2,1
514,1,8,51,1,0,14,0,6,2,2,0,4,0,0,0,0,0,1,0,2,1
515,1,4,47,2,0,12,0,7,2,2,1,1,0,1,0,0,0,1,0,0,1
516,1,4,29,0,1,9,0,4,2,3,0,1,0,1,0,1,0,1,0,0,1
517,1,8,46,2,0,16,0,6,2,6,2,2,0,0,0,1,0,0,1,0,1
518,1,1,29,0,0,11,2,6,2,1,0,1,0,1,0,1,0,0,0,0,1
519,1,8,46,2,0,12,0,5,2,5,0,1,1,1,0,1,0,0,0,2,1
520,1,8,38,1,0,12,0,6,2,1,0,1,0,1,0,0,0,0,0,1,1
521,1,8,66,0,0,16,0,6,2,6,0,1,0,1,0,1,0,0,1,0,1
522,1,8,36,0,0,14,3,6,2,5,2,2,0,1,0,0,0,0,1,0,1
523,1,1,65,0,0,16,1,6,2,0,0,2,0,0,0,1,0,0,0,2,1
524,1,8,64,0,0,19,0,6,2,4,1,4,0,1,1,1,1,1,0,2,1
525,1,1,46,0,0,12,0,7,2,1,0,4,0,1,0,1,0,0,0,2,1
526,1,9,38,0,0,12,0,7,2,5,1,6,0,1,0,1,0,0,0,2,1
527,1,8,42,0,0,13,3,6,2,0,0,1,1,1,0,0,0,0,0,0,1
528,1,1,34,0,0,12,0,5,2,5,1,4,0,1,0,1,0,0,0,2,1
529,1,8,53,0,0,19,1,6,2,5,1,1,0,1,0,0,0,0,0,2,1
530,1,8,46,0,0,12,1,6,2,4,2,2,1,1,0,1,0,1,0,0,1
531,1,8,29,0,0,16,0,6,2,5,2,2,1,1,0,1,0,0,0,1,1
532,1,8,64,1,0,17,1,6,2,6,2,1,0,1,0,0,0,0,1,0,1
533,1,8,65,0,0,16,0,6,2,3,2,2,1,0,0,0,0,1,0,0,1
534,1,8,49,0,0,16,0,6,2,5,0,1,1,1,0,0,0,0,0,0,1
535,1,8,65,0,0,18,2,6,2,1,0,1,1,1,0,1,0,0,0,0,1
536,1,8,64,0,0,18,1,6,2,0,0,2,0,1,0,1,0,0,0,2,1
537,1,9,42,0,0,15,2,6,2,6,2,2,0,1,0,1,0,0,1,0,1
538,1,8,62,2,0,18,0,6,2,5,0,2,0,1,0,1,0,0,0,2,1
539,1,9,25,2,0,13,0,6,2,1,0,5,1,0,0,0,0,0,0,2,1
540,1,8,44,2,0,16,0,6,2,3,0,1,0,1,0,0,0,1,0,0,1
541,1,8,51,0,0,16,1,6,2,5,2,2,0,0,0,0,0,0,1,0,1
542,1,9,43,0,0,17,1,6,2,2,2,5,0,0,0,1,0,1,0,0,1
